Year,Region,Temperature,Humidity_PER,Rainfall,Leaf_type,Disease,Image_URL,VARI,ExG,CIVE,GLCM_Contrast,GLCM_Homogeneity,GLCM_Energy,LBP_Feature,Edge_Density
2551,East,31.55,71.67,295.1,0,Mosaic,images\image_00038.jpg,0.09,46.78,10.64,850.89,0.08,0.01,0.1,0.22
2551,South,34.96,76.74,247.04,0,Mosaic,images\image_00039.jpg,0.22,137.51,-33.26,9.73,0.56,0.05,0.1,0.03
2551,Northeast,27.75,67.39,129.63,0,Mosaic,images\image_00040.jpg,0.22,137.78,-33.52,184.37,0.23,0.03,0.1,0.04
2551,Central,24.9,63.4,180.2,0,Mosaic,images\image_00041.jpg,0.09,104.75,-19.75,34.67,0.32,0.03,0.1,0.0
2551,Central,28.8,75.7,180.7,0,Mosaic,images\image_00042.jpg,0.12,57.06,-1.29,53.66,0.28,0.02,0.1,0.01
2551,Central,22.6,56.4,149.0,0,Mosaic,images\image_00043.jpg,0.1,94.91,-16.18,79.75,0.29,0.03,0.1,0.01
2551,Northeast,28.2,83.95,116.67,0,Mosaic,images\image_00044.jpg,0.25,28.97,18.33,67.39,0.64,0.18,0.1,0.02
2551,South,30.8,64.04,119.58,0,Mosaic,images\image_00045.jpg,0.49,65.49,-2.26,104.58,0.3,0.02,0.1,0.02
2551,Central,34.16,64.61,141.02,0,Mosaic,images\image_00046.jpg,0.07,50.73,12.14,50.71,0.33,0.02,0.1,0.01
2551,North,34.01,65.22,243.82,0,Mosaic,images\image_00047.jpg,0.07,56.79,10.06,49.55,0.3,0.02,0.1,0.02
2551,Central,33.3,78.7,191.3,0,Mosaic,images\image_00048.jpg,0.13,67.39,-4.05,36.39,0.31,0.02,0.1,0.01
2551,Central,30.7,60.9,135.5,0,Mosaic,images\image_00049.jpg,0.1,122.8,-26.03,18.62,0.45,0.05,0.1,0.0
2551,Central,28.1,82.3,132.7,0,Mosaic,images\image_00050.jpg,0.1,97.99,-17.69,4.86,0.55,0.06,0.1,0.0
2551,Central,30.0,67.0,140.3,0,Mosaic,images\image_00051.jpg,0.12,92.99,-15.9,24.83,0.32,0.05,0.1,0.0
2551,Central,30.9,72.6,114.7,0,Mosaic,images\image_00052.jpg,0.11,70.14,-6.68,183.42,0.19,0.02,0.1,0.07
2551,Central,27.6,74.2,176.5,0,Mosaic,images\image_00053.jpg,0.07,66.77,-4.38,7.27,0.53,0.05,0.1,0.01
2551,Central,28.0,74.0,140.9,0,Mosaic,images\image_00054.jpg,0.1,98.9,-15.23,19.71,0.42,0.05,0.1,0.01
2551,Central,22.5,81.3,186.0,0,Mosaic,images\image_00055.jpg,0.13,84.77,-12.49,31.36,0.42,0.03,0.1,0.01
2551,Central,37.8,61.5,155.2,0,Mosaic,images\image_00056.jpg,0.12,69.01,-4.39,34.08,0.35,0.03,0.1,0.02
2551,East,26.5,67.1,135.9,0,Mosaic,images\image_00057.jpg,0.58,61.28,2.26,35.87,0.39,0.03,0.1,0.02
2551,East,34.1,83.2,161.5,0,Mosaic,images\image_00058.jpg,0.3,132.85,-31.06,13.36,0.4,0.03,0.1,0.0
2551,East,24.9,64.5,169.4,0,Mosaic,images\image_00059.jpg,0.18,48.31,3.75,22.49,0.34,0.03,0.1,0.0
2551,North,24.8,53.0,118.5,0,Mosaic,images\image_00060.jpg,0.0,52.73,1.56,36.31,0.32,0.02,0.1,0.01
2551,Northeast,35.7,64.0,112.1,0,Mosaic,images\image_00061.jpg,0.81,50.39,1.73,25.61,0.37,0.03,0.1,0.01
2551,South,34.5,59.9,112.9,0,Mosaic,images\image_00062.jpg,0.93,51.42,1.82,30.53,0.35,0.03,0.1,0.01
2551,South,25.7,89.7,123.9,0,Mosaic,images\image_00063.jpg,0.28,59.98,-0.97,14.69,0.4,0.03,0.1,0.0
2551,East,31.55,71.67,295.1,0,Mosaic,images\image_00064.jpg,0.09,46.78,10.64,850.89,0.08,0.01,0.1,0.22
2551,East,23.9,65.6,134.4,0,Mosaic,images\image_00065.jpg,0.14,64.52,-4.69,27.08,0.33,0.03,0.1,0.01
2551,Central,28.92,87.84,261.44,0,Mosaic,images\image_00066.jpg,0.19,99.07,-18.57,24.2,0.45,0.04,0.1,0.01
2551,East,34.1,83.2,161.5,0,Mosaic,images\image_00067.jpg,0.3,132.85,-31.06,13.36,0.4,0.03,0.1,0.0
2551,Central,24.9,63.4,180.2,0,Mosaic,images\image_00068.jpg,0.09,104.75,-19.75,34.67,0.32,0.03,0.1,0.0
2551,Central,34.16,64.61,141.02,0,Mosaic,images\image_00069.jpg,0.07,50.73,12.14,50.71,0.33,0.02,0.1,0.01
2551,East,31.33,78.55,165.98,0,Mosaic,images\image_00070.jpg,0.38,106.15,-20.26,277.46,0.19,0.01,0.1,0.13
2551,East,23.9,65.6,134.4,0,Mosaic,images\image_00071.jpg,0.14,64.52,-4.69,27.08,0.33,0.03,0.1,0.01
2551,East,31.33,78.55,165.98,0,Mosaic,images\image_00072.jpg,0.38,106.15,-20.26,277.46,0.19,0.01,0.1,0.13
2551,Central,27.6,74.2,176.5,0,Mosaic,images\image_00073.jpg,0.07,66.77,-4.38,7.27,0.53,0.05,0.1,0.01
2551,South,34.7,84.6,108.1,0,Mosaic,images\image_00074.jpg,0.1,37.92,7.81,27.52,0.34,0.03,0.1,0.01
2551,South,34.96,76.74,247.04,0,Mosaic,images\image_00075.jpg,0.22,137.51,-33.26,9.73,0.56,0.05,0.1,0.03
2551,North,25.06,78.25,132.72,0,Mosaic,images\image_00076.jpg,0.07,35.19,15.22,14.54,0.52,0.04,0.1,0.01
2551,Central,33.68,66.27,238.1,0,Mosaic,images\image_00077.jpg,0.08,67.77,13.4,54.78,0.3,0.02,0.1,0.02
2551,Central,30.28,74.76,251.47,0,Mosaic,images\image_00078.jpg,0.07,57.83,0.54,47.03,0.31,0.03,0.1,0.01
2551,Central,33.68,66.27,238.1,0,Mosaic,images\image_00079.jpg,0.08,67.77,13.4,54.78,0.3,0.02,0.1,0.02
2551,Northeast,28.6,70.58,106.12,0,RedRot,images\image_00080.jpg,0.09,52.15,1.92,805.42,0.18,0.02,0.1,0.19
2551,South,26.18,78.41,198.61,0,RedRot,images\image_00081.jpg,0.13,61.7,-1.49,508.14,0.31,0.03,0.1,0.14
2551,Central,32.0,85.24,235.02,0,RedRot,images\image_00082.jpg,0.13,61.32,-1.37,527.74,0.31,0.03,0.1,0.14
2551,North,32.23,83.11,117.77,0,RedRot,images\image_00083.jpg,0.12,56.43,6.14,132.66,0.27,0.02,0.1,0.03
2551,Central,26.62,69.43,260.62,0,RedRot,images\image_00084.jpg,0.01,49.8,2.9,923.57,0.19,0.02,0.1,0.2
2551,Northeast,27.72,76.94,229.75,0,RedRot,images\image_00085.jpg,0.09,51.33,2.28,780.87,0.19,0.02,0.1,0.19
2551,North,31.99,67.91,288.06,0,RedRot,images\image_00086.jpg,0.1,51.82,1.56,808.22,0.2,0.01,0.1,0.21
2551,North,26.86,78.0,212.73,0,RedRot,images\image_00087.jpg,0.04,51.56,1.79,791.98,0.18,0.01,0.1,0.22
2551,Central,34.92,89.03,250.09,0,RedRot,images\image_00088.jpg,0.11,62.46,5.1,37.17,0.43,0.07,0.1,0.07
2551,East,32.07,71.69,195.98,0,RedRot,images\image_00089.jpg,0.74,51.47,1.79,787.92,0.16,0.01,0.1,0.24
2551,Central,31.4,88.67,282.49,0,RedRot,images\image_00090.jpg,0.18,78.71,-6.0,15.94,0.38,0.03,0.1,0.05
2551,South,34.02,88.93,161.88,0,RedRot,images\image_00091.jpg,0.35,51.82,1.67,806.68,0.17,0.01,0.1,0.23
2551,North,25.61,70.77,103.45,0,RedRot,images\image_00092.jpg,0.13,73.72,-5.16,110.65,0.4,0.04,0.1,0.08
2551,Central,27.99,86.25,207.51,0,RedRot,images\image_00093.jpg,0.47,54.04,0.94,581.47,0.22,0.02,0.1,0.19
2551,South,28.87,84.98,117.33,0,RedRot,images\image_00094.jpg,0.13,54.2,0.83,585.54,0.22,0.02,0.1,0.18
2551,Central,34.16,64.61,141.02,0,Mosaic,images\image_00095.jpg,0.07,50.73,12.14,50.71,0.33,0.02,0.1,0.01
2551,North,30.27,86.0,170.93,0,RedRot,images\image_00096.jpg,0.13,74.11,-5.26,107.07,0.4,0.04,0.1,0.08
2551,North,31.7,81.0,171.0,0,RedRot,images\image_00097.jpg,0.45,53.94,9.41,148.84,0.45,0.03,0.1,0.06
2551,Northeast,20.0,68.7,156.9,0,RedRot,images\image_00098.jpg,0.83,33.58,13.84,63.58,0.25,0.02,0.1,0.11
2551,Northeast,22.4,50.6,159.5,0,RedRot,images\image_00099.jpg,0.21,71.94,-0.62,20.28,0.42,0.03,0.1,0.02
2551,East,26.48,77.62,296.88,0,RedRot,images\image_00100.jpg,0.15,54.15,0.86,583.39,0.22,0.02,0.1,0.19
2551,South,29.07,76.58,189.01,0,RedRot,images\image_00101.jpg,0.12,58.15,-0.48,574.73,0.21,0.02,0.1,0.17
2551,East,26.01,82.08,144.52,0,RedRot,images\image_00102.jpg,0.39,55.44,0.77,489.86,0.25,0.02,0.1,0.16
2551,Central,25.74,63.32,207.44,0,RedRot,images\image_00103.jpg,0.12,58.32,-0.5,522.76,0.22,0.02,0.1,0.16
2551,Central,33.66,86.69,139.0,0,RedRot,images\image_00104.jpg,0.72,57.72,-0.39,614.47,0.2,0.02,0.1,0.17
2551,North,32.27,89.74,119.08,0,RedRot,images\image_00105.jpg,0.07,57.34,-0.31,650.07,0.19,0.02,0.1,0.17
2551,Northeast,32.99,88.12,287.85,0,RedRot,images\image_00106.jpg,0.47,54.76,1.25,705.41,0.23,0.02,0.1,0.16
2551,Northeast,27.79,84.23,202.47,0,RedRot,images\image_00107.jpg,0.1,52.51,2.26,589.11,0.22,0.02,0.1,0.16
2551,Central,31.33,68.53,253.34,0,RedRot,images\image_00108.jpg,0.09,53.1,2.2,527.97,0.22,0.02,0.1,0.16
2551,Central,29.32,89.59,245.41,0,RedRot,images\image_00109.jpg,0.52,53.65,2.22,429.15,0.22,0.02,0.1,0.15
2551,Northeast,27.68,81.27,280.01,0,RedRot,images\image_00110.jpg,0.09,51.96,2.04,792.64,0.18,0.02,0.1,0.18
2551,Northeast,34.52,65.82,191.8,0,RedRot,images\image_00111.jpg,0.11,51.66,1.74,821.55,0.18,0.01,0.1,0.21
2551,South,26.7,86.8,179.8,0,RedRot,images\image_00112.jpg,0.54,33.45,14.52,181.79,0.2,0.02,0.1,0.09
2551,Central,26.6,80.5,159.5,0,RedRot,images\image_00113.jpg,0.03,47.23,10.45,92.29,0.28,0.02,0.1,0.05
2551,Central,36.3,58.4,117.1,0,RedRot,images\image_00114.jpg,0.15,55.04,10.49,29.59,0.37,0.02,0.1,0.03
2551,Central,28.7,75.0,141.9,0,RedRot,images\image_00115.jpg,0.83,40.24,11.85,128.81,0.27,0.03,0.1,0.05
2551,South,30.3,60.53,277.15,0,RedRot,images\image_00116.jpg,0.21,85.83,-12.16,642.05,0.17,0.01,0.1,0.22
2551,South,29.95,73.62,161.22,0,RedRot,images\image_00117.jpg,0.21,85.83,-12.16,642.05,0.17,0.01,0.1,0.22
2551,North,25.65,64.94,170.73,0,RedRot,images\image_00118.jpg,0.06,47.62,5.7,90.74,0.23,0.02,0.1,0.11
2551,East,27.19,75.26,116.67,0,RedRot,images\image_00119.jpg,0.06,47.62,5.7,90.74,0.23,0.02,0.1,0.11
2551,North,26.04,73.62,292.1,0,RedRot,images\image_00120.jpg,0.12,56.43,6.14,132.66,0.27,0.02,0.1,0.03
2551,North,25.55,65.48,165.81,0,RedRot,images\image_00121.jpg,0.12,66.31,-2.64,199.81,0.37,0.03,0.1,0.08
2551,South,27.95,77.69,209.94,0,RedRot,images\image_00122.jpg,0.12,66.46,-2.49,186.16,0.36,0.03,0.1,0.09
2551,East,27.09,76.3,231.85,0,RedRot,images\image_00123.jpg,0.09,54.97,2.59,166.0,0.33,0.02,0.1,0.11
2551,South,26.8,63.31,278.51,0,RedRot,images\image_00124.jpg,0.08,54.2,3.09,163.83,0.32,0.02,0.1,0.11
2551,Northeast,30.86,78.67,257.64,0,RedRot,images\image_00125.jpg,0.99,53.22,3.54,196.15,0.29,0.02,0.1,0.11
2551,South,33.81,77.26,169.12,0,RedRot,images\image_00126.jpg,0.09,65.89,-1.38,46.47,0.38,0.03,0.1,0.06
2551,Central,29.2,68.11,108.57,0,RedRot,images\image_00127.jpg,0.1,66.77,-1.77,36.15,0.39,0.03,0.1,0.06
2551,East,24.7,65.3,112.6,0,RedRot,images\image_00128.jpg,0.12,41.16,9.55,39.25,0.37,0.03,0.1,0.04
2551,North,18.5,84.0,158.3,0,RedRot,images\image_00129.jpg,0.22,26.78,17.88,193.49,0.23,0.04,0.1,0.08
2551,North,24.8,53.0,168.7,0,RedRot,images\image_00130.jpg,0.28,37.62,11.02,100.32,0.21,0.01,0.1,0.08
2551,North,19.4,72.8,182.1,0,RedRot,images\image_00131.jpg,0.11,42.36,9.36,71.14,0.29,0.02,0.1,0.05
2551,Northeast,31.4,67.4,121.2,0,RedRot,images\image_00132.jpg,0.21,46.01,16.44,295.14,0.31,0.03,0.1,0.12
2551,Northeast,23.3,76.5,102.1,0,RedRot,images\image_00133.jpg,0.14,52.33,8.33,24.11,0.4,0.03,0.1,0.02
2551,Northeast,21.6,64.2,105.5,0,RedRot,images\image_00134.jpg,0.13,32.43,12.28,47.85,0.28,0.02,0.1,0.06
2551,Northeast,24.6,58.7,142.6,0,RedRot,images\image_00135.jpg,0.41,33.07,15.14,620.35,0.14,0.01,0.1,0.21
2551,Northeast,30.0,73.2,174.1,0,RedRot,images\image_00136.jpg,0.08,23.4,17.09,17.18,0.36,0.03,0.1,0.01
2551,Northeast,18.7,59.6,118.3,0,RedRot,images\image_00137.jpg,0.67,58.24,7.01,277.63,0.29,0.03,0.1,0.1
2551,South,24.8,62.0,172.6,0,RedRot,images\image_00138.jpg,0.1,36.23,11.5,4.82,0.6,0.05,0.1,0.0
2551,South,32.7,82.1,134.8,0,RedRot,images\image_00139.jpg,0.13,61.74,3.4,56.53,0.28,0.02,0.1,0.02
2551,South,26.5,50.9,153.6,0,RedRot,images\image_00140.jpg,0.92,57.29,9.13,520.38,0.19,0.01,0.1,0.17
2551,South,31.8,58.5,152.9,0,RedRot,images\image_00141.jpg,0.15,55.07,10.43,29.57,0.37,0.02,0.1,0.03
2551,South,31.1,65.4,157.7,0,RedRot,images\image_00142.jpg,0.95,56.72,3.92,333.55,0.21,0.02,0.1,0.1
2551,South,32.5,66.8,173.7,0,RedRot,images\image_00143.jpg,0.2,46.13,10.92,59.5,0.39,0.04,0.1,0.06
2551,North,29.2,70.6,141.3,0,Rust,images\image_00144.jpg,0.22,69.01,-6.32,6.9,0.6,0.07,0.1,0.01
2551,Northeast,28.69,79.59,170.54,0,Rust,images\image_00145.jpg,0.12,51.77,3.93,646.32,0.1,0.01,0.1,0.23
2551,South,27.5,89.71,245.0,0,Rust,images\image_00146.jpg,0.13,49.12,5.13,601.22,0.1,0.01,0.1,0.23
2551,Northeast,26.5,56.0,144.2,0,Rust,images\image_00147.jpg,0.19,93.92,-16.46,7.06,0.61,0.06,0.1,0.01
2551,Northeast,29.5,67.6,153.9,0,Rust,images\image_00148.jpg,0.19,73.4,-8.12,14.62,0.54,0.04,0.1,0.01
2551,North,19.5,81.2,106.2,0,Rust,images\image_00149.jpg,0.22,55.24,-0.75,8.93,0.55,0.04,0.1,0.02
2551,Northeast,26.4,51.0,170.5,0,RedRot,images\image_00150.jpg,0.13,35.0,10.37,36.91,0.39,0.04,0.1,0.03
2551,Northeast,25.0,64.7,161.9,0,RedRot,images\image_00151.jpg,0.15,55.5,-1.67,23.05,0.39,0.03,0.1,0.01
2551,Central,32.2,63.2,180.9,0,RedRot,images\image_00152.jpg,0.77,42.82,18.8,128.83,0.3,0.02,0.1,0.05
2551,Central,37.8,80.7,164.5,0,RedRot,images\image_00153.jpg,0.88,44.21,9.39,124.98,0.22,0.02,0.1,0.1
2551,Central,37.8,85.5,173.5,0,RedRot,images\image_00154.jpg,0.81,52.14,7.83,28.88,0.38,0.02,0.1,0.02
2551,Central,22.7,77.2,125.4,0,RedRot,images\image_00155.jpg,0.11,33.48,11.63,42.74,0.38,0.03,0.1,0.05
2551,East,27.3,60.1,198.1,0,RedRot,images\image_00156.jpg,0.16,51.4,4.54,87.49,0.28,0.02,0.1,0.07
2551,East,32.9,77.7,159.0,0,RedRot,images\image_00157.jpg,0.12,105.98,-20.25,33.69,0.2,0.02,0.1,0.0
2551,East,24.2,75.1,110.2,0,RedRot,images\image_00158.jpg,0.0,43.06,13.26,80.48,0.3,0.02,0.1,0.03
2551,East,27.2,73.0,190.2,0,RedRot,images\image_00159.jpg,0.16,50.35,11.13,106.33,0.24,0.02,0.1,0.03
2551,Central,33.6,81.0,165.1,0,Rust,images\image_00160.jpg,0.16,60.04,0.04,35.68,0.41,0.02,0.1,0.02
2551,Northeast,29.9,73.8,108.3,0,Rust,images\image_00161.jpg,0.14,50.14,2.28,26.29,0.38,0.03,0.1,0.01
2551,Northeast,36.6,78.2,114.0,0,Rust,images\image_00162.jpg,0.18,79.76,-10.83,27.74,0.45,0.03,0.1,0.02
2551,South,25.1,80.6,158.6,0,Rust,images\image_00163.jpg,0.12,29.89,15.0,72.03,0.34,0.02,0.1,0.03
2551,South,26.9,74.0,116.0,0,Rust,images\image_00164.jpg,0.13,25.59,15.69,86.01,0.32,0.02,0.1,0.02
2551,South,35.0,64.2,142.8,0,Rust,images\image_00165.jpg,0.0,33.66,8.94,119.82,0.3,0.02,0.1,0.03
2551,South,33.0,76.0,198.9,0,Rust,images\image_00166.jpg,0.13,34.07,12.04,20.85,0.4,0.03,0.1,0.01
2551,East,30.8,81.06,161.54,0,Rust,images\image_00167.jpg,0.0,29.42,14.94,331.95,0.13,0.01,0.1,0.24
2551,Northeast,26.19,76.18,223.03,0,Rust,images\image_00168.jpg,0.13,42.33,7.98,597.75,0.13,0.01,0.1,0.22
2551,South,31.04,60.17,170.2,0,Rust,images\image_00169.jpg,0.13,42.0,8.18,597.89,0.13,0.01,0.1,0.22
2551,East,29.93,71.76,283.71,0,Rust,images\image_00170.jpg,0.13,42.33,8.13,599.19,0.13,0.01,0.1,0.23
2551,North,27.73,86.93,297.37,0,Rust,images\image_00171.jpg,0.13,49.54,5.37,633.6,0.11,0.01,0.1,0.23
2551,East,27.35,88.57,134.68,0,Rust,images\image_00172.jpg,0.13,49.87,5.1,655.29,0.1,0.01,0.1,0.23
2551,Central,25.41,84.56,208.68,0,Rust,images\image_00173.jpg,0.12,51.69,4.02,641.43,0.1,0.01,0.1,0.23
2551,East,32.5,64.0,195.5,0,Rust,images\image_00174.jpg,0.21,56.74,5.94,20.72,0.47,0.03,0.1,0.02
2551,East,34.1,65.9,157.9,0,Rust,images\image_00175.jpg,0.18,64.7,-3.07,6.3,0.55,0.04,0.1,0.01
2551,East,30.8,67.6,164.6,0,Rust,images\image_00176.jpg,0.18,63.41,-4.64,49.74,0.44,0.04,0.1,0.02
2551,East,23.8,84.3,169.9,0,Rust,images\image_00177.jpg,0.13,46.62,8.26,131.59,0.33,0.02,0.1,0.06
2551,North,24.4,69.8,145.2,0,Rust,images\image_00178.jpg,0.14,48.63,2.62,35.33,0.39,0.03,0.1,0.03
2551,North,24.7,83.1,197.3,0,Rust,images\image_00179.jpg,0.15,60.84,-3.47,44.53,0.45,0.03,0.1,0.02
2551,North,20.5,74.4,118.4,0,Rust,images\image_00180.jpg,0.21,76.94,-9.05,16.87,0.52,0.05,0.1,0.02
2551,North,22.0,78.4,162.5,0,Rust,images\image_00181.jpg,0.15,52.48,0.4,18.01,0.55,0.04,0.1,0.03
2551,North,21.0,78.8,184.1,0,Rust,images\image_00182.jpg,0.15,64.57,-1.23,59.89,0.4,0.02,0.1,0.05
2551,North,34.9,66.7,182.5,0,Rust,images\image_00183.jpg,0.2,81.77,-11.22,39.85,0.43,0.03,0.1,0.04
2551,North,19.4,72.8,175.9,0,Rust,images\image_00184.jpg,0.24,65.94,-1.54,21.06,0.44,0.03,0.1,0.01
2551,North,23.6,56.9,155.9,0,Rust,images\image_00185.jpg,0.24,43.94,10.4,7.28,0.56,0.03,0.1,0.01
2551,North,29.4,66.4,184.1,0,Rust,images\image_00186.jpg,0.22,78.94,-5.21,33.73,0.42,0.03,0.1,0.02
2551,North,33.6,50.5,136.0,0,Rust,images\image_00187.jpg,0.17,68.81,-6.05,9.24,0.5,0.03,0.1,0.01
2551,Northeast,26.1,54.1,160.5,0,Rust,images\image_00188.jpg,0.18,30.79,12.17,38.08,0.42,0.03,0.1,0.03
2551,Northeast,25.8,77.6,104.1,0,Rust,images\image_00189.jpg,0.22,27.78,16.24,26.84,0.42,0.03,0.1,0.02
2551,Northeast,25.6,77.6,133.2,0,Rust,images\image_00190.jpg,0.2,51.84,8.51,33.43,0.41,0.03,0.1,0.03
2551,Central,25.5,85.0,140.0,0,Rust,images\image_00191.jpg,0.2,63.98,-3.63,41.03,0.38,0.03,0.1,0.01
2551,East,30.8,81.06,161.54,0,Rust,images\image_00192.jpg,0.0,29.42,14.94,331.95,0.13,0.01,0.1,0.24
2551,East,29.9,80.5,155.0,0,Rust,images\image_00193.jpg,0.2,81.15,-11.3,75.61,0.25,0.02,0.1,0.02
2551,Northeast,29.5,67.6,153.9,0,Rust,images\image_00194.jpg,0.19,73.4,-8.12,14.62,0.54,0.04,0.1,0.01
2551,North,24.7,83.1,197.3,0,Rust,images\image_00195.jpg,0.15,60.84,-3.47,44.53,0.45,0.03,0.1,0.02
2551,Northeast,26.19,76.18,223.03,0,Rust,images\image_00196.jpg,0.13,42.33,7.98,597.75,0.13,0.01,0.1,0.22
2551,Northeast,29.9,73.8,108.3,0,Rust,images\image_00197.jpg,0.14,50.14,2.28,26.29,0.38,0.03,0.1,0.01
2551,Central,33.6,81.0,165.1,0,Rust,images\image_00198.jpg,0.16,60.04,0.04,35.68,0.41,0.02,0.1,0.02
2551,Northeast,29.9,73.8,108.3,0,Rust,images\image_00199.jpg,0.14,50.14,2.28,26.29,0.38,0.03,0.1,0.01
2551,South,28.9,73.3,115.5,0,Rust,images\image_00200.jpg,0.0,42.0,6.89,111.74,0.25,0.02,0.1,0.04
2551,Central,25.0,64.0,145.1,0,Rust,images\image_00201.jpg,0.15,60.51,-0.83,58.82,0.36,0.03,0.1,0.03
