Year,Region,Temperature,Humidity_PER,Rainfall,Leaf_type,Disease,Image_URL,VARI,ExG,CIVE,GLCM_Contrast,GLCM_Homogeneity,GLCM_Energy,LBP_Feature,Edge_Density
2551,South,25.95,86.39,212.91,0,Mosaic,https://drive.google.com/uc?export=download&id=1L9sLHPIq24WLZZ8xby8PbvlIWxuTWMJl,0.15,114.31,-23.46,15.07,0.42,0.04,0.1,0.01
2551,East,29.51,79.59,114.99,0,Mosaic,https://drive.google.com/uc?export=download&id=10aWXxCQLZU58nb1rc7rfIW0jHmF2kvRp,0.5,59.62,2.24,344.58,0.56,0.06,0.1,0.04
2551,Central,28.92,87.84,261.44,0,Mosaic,https://drive.google.com/uc?export=download&id=10aWXxCQLZU58nb1rc7rfIW0jHmF2kvRp,0.19,99.07,-18.57,24.2,0.45,0.04,0.1,0.01
2551,South,29.5,86.2,180.8,0,Mosaic,https://drive.google.com/uc?export=download&id=1KwJhuRwXCOoTHm-QNNLPJCy4yAYxtMnS,0.04,45.27,3.06,4.32,0.63,0.06,0.1,0.0
2551,South,31.0,82.3,153.7,0,Mosaic,https://drive.google.com/uc?export=download&id=1nY5dm0d0rdLxgxG-DEaYKwU4MKMjNZ8o,0.28,71.04,-6.37,7.54,0.5,0.05,0.1,0.0
2551,South,34.7,84.6,108.1,0,Mosaic,https://drive.google.com/uc?export=download&id=1DTOuW-0LGEaHnxwQ0zpubxVNnQ0Sgb_H,0.1,37.92,7.81,27.52,0.34,0.03,0.1,0.01
2551,Central,27.95,64.95,204.23,0,Mosaic,https://drive.google.com/uc?export=download&id=1glP-rpVF-rfCM61l69dPwCQ1_-4HTUGP,0.07,58.96,0.26,18.39,0.45,0.04,0.1,0.0
2551,South,25.17,73.64,128.49,0,Mosaic,https://drive.google.com/uc?export=download&id=1BvyFCZVI-j884zwenXMi29R_WpX9M3Uu,0.07,50.16,9.39,28.25,0.41,0.03,0.1,0.0
2551,East,33.6,86.8,168.1,1,Healthy,https://drive.google.com/uc?export=download&id=1pLDTnPK6C6xosMCldRoB3gKbLjypvU0i,0.99,52.87,5.96,26.98,0.4,0.03,0.1,0.01
2551,East,34.1,65.9,196.8,1,Healthy,https://drive.google.com/uc?export=download&id=1bmTQcCN50qcAQ58sF_AW2CBnVWfcVdkz,0.15,59.86,0.65,112.19,0.24,0.02,0.1,0.02
2551,Central,37.8,85.5,196.0,1,Healthy,https://drive.google.com/uc?export=download&id=1iSKO5RWB3MIbFEVzK9sni9gPze6bwpCd,0.14,78.21,-6.85,202.72,0.28,0.02,0.1,0.06
2551,Northeast,27.84,67.18,217.91,1,Healthy,https://drive.google.com/uc?export=download&id=1OROash7h8VYh9XQ8FgwWQuI3x2tIMN9R,0.1,81.22,-8.09,115.48,0.24,0.02,0.1,0.02
2551,Northeast,28.64,72.85,153.69,1,Healthy,https://drive.google.com/uc?export=download&id=1L52Zl4-GKSJIlvxq-n30FfGnQXkjgcdK,0.17,67.91,-5.62,20.07,0.46,0.04,0.1,0.02
2551,East,26.27,86.98,136.86,1,Healthy,https://drive.google.com/uc?export=download&id=175q2Lc9vHwV0g0OCeDyGRhKSaeAhhFqC,0.2,110.28,-16.51,28.13,0.37,0.03,0.1,0.01
2551,East,34.62,85.22,184.98,1,Healthy,https://drive.google.com/uc?export=download&id=1IOAgUYykvl3wGvrH4oYo6pOvJvYHN3am,0.13,78.32,-7.54,107.72,0.27,0.02,0.1,0.02
2551,North,27.54,89.51,262.18,1,Healthy,https://drive.google.com/uc?export=download&id=1i9Y8uH22gLpKDBNOt4uhpoJd1Opshz4F,0.19,83.88,-9.62,292.84,0.17,0.02,0.1,0.07
2551,Central,30.5,66.43,266.08,1,Healthy,https://drive.google.com/uc?export=download&id=11gsZ-9WZK4EFrGvke19qMddq48SA3qhg,0.18,99.0,-18.71,29.91,0.36,0.04,0.1,0.01
2551,Northeast,29.2,78.51,167.29,1,Healthy,https://drive.google.com/uc?export=download&id=1fKlJWKnoTdbit5jMR1b2gixHU-wCojDt,0.23,61.92,0.31,25.05,0.39,0.04,0.1,0.01
2551,Northeast,28.1,84.74,128.41,1,Healthy,https://drive.google.com/uc?export=download&id=1wn5RLptJd2gtlX9PCuLy_2BScDdH9x7b,0.1,47.3,6.48,6.03,0.61,0.06,0.1,0.0
2551,Northeast,33.32,72.37,257.6,1,Healthy,https://drive.google.com/uc?export=download&id=1RwsffUnTN6CkC2LSRrITUxzmCe0ZFcnP,0.78,66.28,-2.79,19.53,0.36,0.04,0.1,0.01
2551,East,27.42,75.92,270.89,1,Healthy,https://drive.google.com/uc?export=download&id=1Xt9jP4GEvHEP2bkBfgqqZnf0C9iII1XI,0.72,46.56,4.7,55.09,0.31,0.03,0.1,0.01
2551,East,26.82,74.62,238.38,1,Healthy,https://drive.google.com/uc?export=download&id=18OLHoQyVoJtlj2yWVA3arbeWjTBRBxB8,0.3,44.47,2.96,65.13,0.35,0.03,0.1,0.01
2551,Central,25.14,81.1,230.94,0,Mosaic,https://drive.google.com/uc?export=download&id=1fkxkMDv2eCDE18D6FNVfuxPBBkCNUxDG,0.1,123.26,-26.57,382.93,0.12,0.02,0.1,0.21
2551,East,31.33,78.55,165.98,0,Mosaic,https://drive.google.com/uc?export=download&id=1yDOdjJq_32zNj8CCqfXJbWDaaaT7jbMz,0.38,106.15,-20.26,277.46,0.19,0.01,0.1,0.13
2551,North,28.91,86.0,128.35,0,Mosaic,https://drive.google.com/uc?export=download&id=1DdiiwsTEOH_xJUWKEvJPvbEvsiP2aCqd,0.17,56.21,9.14,32.74,0.31,0.02,0.1,0.01
2551,Central,30.36,69.43,129.44,0,Mosaic,https://drive.google.com/uc?export=download&id=1z9OCGbHh-alcvynlyhHnPoNjhZ-75s8a,0.16,81.61,-3.48,31.33,0.46,0.04,0.1,0.01
2551,Central,32.66,84.43,192.07,0,Mosaic,https://drive.google.com/uc?export=download&id=1xupux5LxXgbsA-vVbz-IC42UtPx_QTGo,0.18,99.19,-18.41,128.72,0.22,0.02,0.1,0.07
2551,Central,33.79,65.96,209.6,0,Mosaic,https://drive.google.com/uc?export=download&id=1xjBRfDGP7Hi5H5vsSP0PYDNQJPDJY3dX,0.46,29.66,10.23,38.24,0.71,0.13,0.1,0.01
2551,East,31.55,71.67,295.1,0,Mosaic,https://drive.google.com/uc?export=download&id=1Q9bCFQtAKPi5zPrtBNJxiQR48p_w73bk,0.09,46.78,10.64,850.89,0.08,0.01,0.1,0.22
2551,South,34.96,76.74,247.04,0,Mosaic,https://drive.google.com/uc?export=download&id=1xvQ6PED8sfqoxQlGLuCRong011Xp-6lK,0.22,137.51,-33.26,9.73,0.56,0.05,0.1,0.03
2551,Northeast,27.75,67.39,129.63,0,Mosaic,https://drive.google.com/uc?export=download&id=1IjGK1NFbyhodQLFY_aPavS-MvPrBgWJh,0.22,137.78,-33.52,184.37,0.23,0.03,0.1,0.04
2551,Central,24.9,63.4,180.2,0,Mosaic,https://drive.google.com/uc?export=download&id=12dq5GY-lGsRWeHMYzbbFsclE3xpE8MMr,0.09,104.75,-19.75,34.67,0.32,0.03,0.1,0.0
2551,Central,28.8,75.7,180.7,0,Mosaic,https://drive.google.com/uc?export=download&id=1DYp3UX_5ICRe3wa2flYrJRAFneoO3DfS,0.12,57.06,-1.29,53.66,0.28,0.02,0.1,0.01
2551,Central,22.6,56.4,149.0,0,Mosaic,https://drive.google.com/uc?export=download&id=1uXTafwRu-IS0iatl8Q8PdrDtFWDv4PJO,0.1,94.91,-16.18,79.75,0.29,0.03,0.1,0.01
2551,Northeast,28.2,83.95,116.67,0,Mosaic,https://drive.google.com/uc?export=download&id=1bkl-KyX_3QeAQT0KWZJLbPHvSiykRZ1Z,0.25,28.97,18.33,67.39,0.64,0.18,0.1,0.02
2551,South,30.8,64.04,119.58,0,Mosaic,https://drive.google.com/uc?export=download&id=1D6NsT9fLflcgckAAlsxF21jJtAaQOUl8,0.49,65.49,-2.26,104.58,0.3,0.02,0.1,0.02
2551,Central,34.16,64.61,141.02,0,Mosaic,https://drive.google.com/uc?export=download&id=1uIh43dytzJ8vrIe5ciFBCHm7E7p_28QE,0.07,50.73,12.14,50.71,0.33,0.02,0.1,0.01
2551,North,34.01,65.22,243.82,0,Mosaic,https://drive.google.com/uc?export=download&id=1kiM5fMiWyy-7dxW_rmQPUsYHFeoe1ohW,0.07,56.79,10.06,49.55,0.3,0.02,0.1,0.02
2551,Central,33.3,78.7,191.3,0,Mosaic,https://drive.google.com/uc?export=download&id=1HZ-GBShstF_KiihfyzBKj6rxGd90Nm8d,0.13,67.39,-4.05,36.39,0.31,0.02,0.1,0.01
2551,Central,30.7,60.9,135.5,0,Mosaic,https://drive.google.com/uc?export=download&id=1jVnMNqr3vecb1Hmb6Kb2hfsQDvXJiFYL,0.1,122.8,-26.03,18.62,0.45,0.05,0.1,0.0
2551,Central,28.1,82.3,132.7,0,Mosaic,https://drive.google.com/uc?export=download&id=19gzv4Hjk7IR7QCVKD5Ww3ggFzWev5K5u,0.1,97.99,-17.69,4.86,0.55,0.06,0.1,0.0
2551,Central,30.0,67.0,140.3,0,Mosaic,https://drive.google.com/uc?export=download&id=1wOnOj98X5bu3YBTG0ug_6g5nxMFKwDBC,0.12,92.99,-15.9,24.83,0.32,0.05,0.1,0.0
2551,Central,30.9,72.6,114.7,0,Mosaic,https://drive.google.com/uc?export=download&id=107l8wKXMj_8Ter4NTd7CXakURCMLSDw0,0.11,70.14,-6.68,183.42,0.19,0.02,0.1,0.07
2551,Central,27.6,74.2,176.5,0,Mosaic,https://drive.google.com/uc?export=download&id=1B5LNclM6TaxHQECTOcy35kMQPvLg5EOE,0.07,66.77,-4.38,7.27,0.53,0.05,0.1,0.01
2551,Central,28.0,74.0,140.9,0,Mosaic,https://drive.google.com/uc?export=download&id=14Zdvou9LDxOldqn9Obxw3_RojDMqKqzA,0.1,98.9,-15.23,19.71,0.42,0.05,0.1,0.01
2551,Central,22.5,81.3,186.0,0,Mosaic,https://drive.google.com/uc?export=download&id=1t4KcGl5dPWrrHFEsQIABgBRDLCMCe7M6,0.13,84.77,-12.49,31.36,0.42,0.03,0.1,0.01
2551,Central,37.8,61.5,155.2,0,Mosaic,https://drive.google.com/uc?export=download&id=1Yqgkfflspw3dQuD6yAdw6VlNGVv2olTT,0.12,69.01,-4.39,34.08,0.35,0.03,0.1,0.02
2551,East,26.5,67.1,135.9,0,Mosaic,https://drive.google.com/uc?export=download&id=1nnTHIEvaoxXQZm6Ni2JQc5MbbkK2X_79,0.58,61.28,2.26,35.87,0.39,0.03,0.1,0.02
2551,East,34.1,83.2,161.5,0,Mosaic,https://drive.google.com/uc?export=download&id=1roNeUiNdWGDnEo16cvL1fYiYRBRsK97Q,0.3,132.85,-31.06,13.36,0.4,0.03,0.1,0.0
2551,East,24.9,64.5,169.4,0,Mosaic,https://drive.google.com/uc?export=download&id=1uz76JVgHrxj3whJOYM600FwANkwHPXOS,0.18,48.31,3.75,22.49,0.34,0.03,0.1,0.0
2551,North,24.8,53.0,118.5,0,Mosaic,https://drive.google.com/uc?export=download&id=1q7JpqTHqP1Q6QRdzGpLLSMIUmzzaREZa,0.0,52.73,1.56,36.31,0.32,0.02,0.1,0.01
2551,Northeast,35.7,64.0,112.1,0,Mosaic,https://drive.google.com/uc?export=download&id=1X6DRLOw3ThjuYLRuvwFs1tceKq4cY3at,0.81,50.39,1.73,25.61,0.37,0.03,0.1,0.01
2551,South,34.5,59.9,112.9,0,Mosaic,https://drive.google.com/uc?export=download&id=1sM9UeHcomN9kcYKcBGCURhd-LPZUW98u,0.93,51.42,1.82,30.53,0.35,0.03,0.1,0.01
2551,South,25.7,89.7,123.9,0,Mosaic,https://drive.google.com/uc?export=download&id=1CLZ2EtgxvpTDaLNQbK6pF0vWwxvCuSkZ,0.28,59.98,-0.97,14.69,0.4,0.03,0.1,0.0
2551,East,31.55,71.67,295.1,0,Mosaic,https://drive.google.com/uc?export=download&id=1Q9bCFQtAKPi5zPrtBNJxiQR48p_w73bk,0.09,46.78,10.64,850.89,0.08,0.01,0.1,0.22
2551,East,23.9,65.6,134.4,0,Mosaic,https://drive.google.com/uc?export=download&id=1rnfPXxjvZc8VLGdUQIw4sxy0hxIR17nF,0.14,64.52,-4.69,27.08,0.33,0.03,0.1,0.01
2551,Central,28.92,87.84,261.44,0,Mosaic,https://drive.google.com/uc?export=download&id=1sM9UeHcomN9kcYKcBGCURhd-LPZUW98u,0.19,99.07,-18.57,24.2,0.45,0.04,0.1,0.01
2551,East,34.1,83.2,161.5,0,Mosaic,https://drive.google.com/uc?export=download&id=1roNeUiNdWGDnEo16cvL1fYiYRBRsK97Q,0.3,132.85,-31.06,13.36,0.4,0.03,0.1,0.0
2551,Central,24.9,63.4,180.2,0,Mosaic,https://drive.google.com/uc?export=download&id=12dq5GY-lGsRWeHMYzbbFsclE3xpE8MMr,0.09,104.75,-19.75,34.67,0.32,0.03,0.1,0.0
2551,Central,34.16,64.61,141.02,0,Mosaic,https://drive.google.com/uc?export=download&id=1uIh43dytzJ8vrIe5ciFBCHm7E7p_28QE,0.07,50.73,12.14,50.71,0.33,0.02,0.1,0.01
2551,East,31.33,78.55,165.98,0,Mosaic,https://drive.google.com/uc?export=download&id=1yDOdjJq_32zNj8CCqfXJbWDaaaT7jbMz,0.38,106.15,-20.26,277.46,0.19,0.01,0.1,0.13
2551,East,23.9,65.6,134.4,0,Mosaic,https://drive.google.com/uc?export=download&id=1rnfPXxjvZc8VLGdUQIw4sxy0hxIR17nF,0.14,64.52,-4.69,27.08,0.33,0.03,0.1,0.01
2551,East,31.33,78.55,165.98,0,Mosaic,https://drive.google.com/uc?export=download&id=1yDOdjJq_32zNj8CCqfXJbWDaaaT7jbMz,0.38,106.15,-20.26,277.46,0.19,0.01,0.1,0.13
2551,Central,27.6,74.2,176.5,0,Mosaic,https://drive.google.com/uc?export=download&id=1B5LNclM6TaxHQECTOcy35kMQPvLg5EOE,0.07,66.77,-4.38,7.27,0.53,0.05,0.1,0.01
2551,South,34.7,84.6,108.1,0,Mosaic,https://drive.google.com/uc?export=download&id=1DTOuW-0LGEaHnxwQ0zpubxVNnQ0Sgb_H,0.1,37.92,7.81,27.52,0.34,0.03,0.1,0.01
2551,South,34.96,76.74,247.04,0,Mosaic,https://drive.google.com/uc?export=download&id=1xvQ6PED8sfqoxQlGLuCRong011Xp-6lK,0.22,137.51,-33.26,9.73,0.56,0.05,0.1,0.03
2551,North,25.06,78.25,132.72,0,Mosaic,https://drive.google.com/uc?export=download&id=1rRkv53igbpLcqS691NK_OTyr-gYDa-oA,0.07,35.19,15.22,14.54,0.52,0.04,0.1,0.01
2551,Central,33.68,66.27,238.1,0,Mosaic,https://drive.google.com/uc?export=download&id=1gSSIQN1uRtM7h0Y_QaRDxiOld21LgWf1,0.08,67.77,13.4,54.78,0.3,0.02,0.1,0.02
2551,Central,30.28,74.76,251.47,0,Mosaic,https://drive.google.com/uc?export=download&id=1-tHBcH0uikWTcd8evWIyEXAHmkuzNQZI,0.07,57.83,0.54,47.03,0.31,0.03,0.1,0.01
2551,Central,33.68,66.27,238.1,0,Mosaic,https://drive.google.com/uc?export=download&id=1gSSIQN1uRtM7h0Y_QaRDxiOld21LgWf1,0.08,67.77,13.4,54.78,0.3,0.02,0.1,0.02
2551,Northeast,28.6,70.58,106.12,0,RedRot,https://drive.google.com/uc?export=download&id=17AZD5mWHNPTe_Xd7Jwlp7cUfCKMnPHms,0.09,52.15,1.92,805.42,0.18,0.02,0.1,0.19
2551,South,26.18,78.41,198.61,0,RedRot,https://drive.google.com/uc?export=download&id=1tbbrF74ClcvAP8H6iby5qCgAptnsGF3V,0.13,61.7,-1.49,508.14,0.31,0.03,0.1,0.14
2551,Central,32.0,85.24,235.02,0,RedRot,https://drive.google.com/uc?export=download&id=1ZfxLPqWHbBU4XF89FCf7hYTQuA5FvWxS,0.13,61.32,-1.37,527.74,0.31,0.03,0.1,0.14
2551,North,32.23,83.11,117.77,0,RedRot,https://drive.google.com/uc?export=download&id=1K_J1bquU0lVtncFM1ATczvtWuRBJQKtl,0.12,56.43,6.14,132.66,0.27,0.02,0.1,0.03
2551,Central,26.62,69.43,260.62,0,RedRot,https://drive.google.com/uc?export=download&id=1IjKdcZmPRMiDKWkZ6835LVgOGLXVRPYP,0.01,49.8,2.9,923.57,0.19,0.02,0.1,0.2
2551,Northeast,27.72,76.94,229.75,0,RedRot,https://drive.google.com/uc?export=download&id=1ubmTrGLjgUAnho0UhiH0RBlQbGF-4mLE,0.09,51.33,2.28,780.87,0.19,0.02,0.1,0.19
2551,North,31.99,67.91,288.06,0,RedRot,https://drive.google.com/uc?export=download&id=1Mzx_LnEdkXZ6V-1VCaNlh7Rlqhn5jpkj,0.1,51.82,1.56,808.22,0.2,0.01,0.1,0.21
2551,North,26.86,78.0,212.73,0,RedRot,https://drive.google.com/uc?export=download&id=1i8k2leHYvNTgAVN91oyQNENoWvnXzAdI,0.04,51.56,1.79,791.98,0.18,0.01,0.1,0.22
2551,Central,34.92,89.03,250.09,0,RedRot,https://drive.google.com/uc?export=download&id=1rY3qczm9Fa3bM9otb4czGwDcsUD5qx42,0.11,62.46,5.1,37.17,0.43,0.07,0.1,0.07
2551,East,32.07,71.69,195.98,0,RedRot,https://drive.google.com/uc?export=download&id=1qwq5utKc0Yls-sofDKO14tPdalRWh7Us,0.74,51.47,1.79,787.92,0.16,0.01,0.1,0.24
2551,Central,31.4,88.67,282.49,0,RedRot,https://drive.google.com/uc?export=download&id=19aQV-p99vY0b4NJz4_eAl_KdMT9noTrA,0.18,78.71,-6.0,15.94,0.38,0.03,0.1,0.05
2551,South,34.02,88.93,161.88,0,RedRot,https://drive.google.com/uc?export=download&id=1HPkRNEJzBfM3Z0pM0W3mqTFTwMt1R6ys,0.35,51.82,1.67,806.68,0.17,0.01,0.1,0.23
2551,North,25.61,70.77,103.45,0,RedRot,https://drive.google.com/uc?export=download&id=1jxxwQItCtOEmGt3wyWXOzfkTReZJo_g8,0.13,73.72,-5.16,110.65,0.4,0.04,0.1,0.08
2551,Central,27.99,86.25,207.51,0,RedRot,https://drive.google.com/uc?export=download&id=1B8r5bDNY1Zi9stsbXnfP_SZMzMaYoESp,0.47,54.04,0.94,581.47,0.22,0.02,0.1,0.19
2551,South,28.87,84.98,117.33,0,RedRot,https://drive.google.com/uc?export=download&id=12k3Wkiu6EUVed85mebKxJcc72QC-JgzU,0.13,54.2,0.83,585.54,0.22,0.02,0.1,0.18
2551,Central,34.16,64.61,141.02,0,Mosaic,https://drive.google.com/uc?export=download&id=1uIh43dytzJ8vrIe5ciFBCHm7E7p_28QE,0.07,50.73,12.14,50.71,0.33,0.02,0.1,0.01
2551,North,30.27,86.0,170.93,0,RedRot,https://drive.google.com/uc?export=download&id=1isalCRrCf8rcIhZG19lHUkI_eXXZ8ZPs,0.13,74.11,-5.26,107.07,0.4,0.04,0.1,0.08
2551,North,31.7,81.0,171.0,0,RedRot,https://drive.google.com/uc?export=download&id=14-Ww1n2p0zxkupkGsNVrkJn8mOZNPvQx,0.45,53.94,9.41,148.84,0.45,0.03,0.1,0.06
2551,Northeast,20.0,68.7,156.9,0,RedRot,https://drive.google.com/uc?export=download&id=143IbCHohFQq6FICEnUtU87LBjxjK6dZo,0.83,33.58,13.84,63.58,0.25,0.02,0.1,0.11
2551,Northeast,22.4,50.6,159.5,0,RedRot,https://drive.google.com/uc?export=download&id=149eKaeBQWKBgkgnsHeQGjyE00OVQR7Xv,0.21,71.94,-0.62,20.28,0.42,0.03,0.1,0.02
2551,East,26.48,77.62,296.88,0,RedRot,https://drive.google.com/uc?export=download&id=1qwaPFptaRoXLFiPkjdUTXlwJnRGjj7Yf,0.15,54.15,0.86,583.39,0.22,0.02,0.1,0.19
2551,South,29.07,76.58,189.01,0,RedRot,https://drive.google.com/uc?export=download&id=12XooWkcdNWIRO1NgNMfB1liE5QcyHciw,0.12,58.15,-0.48,574.73,0.21,0.02,0.1,0.17
2551,East,26.01,82.08,144.52,0,RedRot,https://drive.google.com/uc?export=download&id=1XsoXRaWKY3qUsQ5zDzhBsyrmx-lcLE1l,0.39,55.44,0.77,489.86,0.25,0.02,0.1,0.16
2551,Central,25.74,63.32,207.44,0,RedRot,https://drive.google.com/uc?export=download&id=1bzXUVRm16ypDN-acgx9-sOxdQGvhs9Rc,0.12,58.32,-0.5,522.76,0.22,0.02,0.1,0.16
2551,Central,33.66,86.69,139.0,0,RedRot,https://drive.google.com/uc?export=download&id=1NhYKml13vnHM-kLNhlruR7-fg2slnZRb,0.72,57.72,-0.39,614.47,0.2,0.02,0.1,0.17
2551,North,32.27,89.74,119.08,0,RedRot,https://drive.google.com/uc?export=download&id=1TdgjoTh5MjWONaGSmYhZYOyUJLN6Brqq,0.07,57.34,-0.31,650.07,0.19,0.02,0.1,0.17
2551,Northeast,32.99,88.12,287.85,0,RedRot,https://drive.google.com/uc?export=download&id=1F-P5jlNTre5ZJjdW24JaL_TyZBF79_rP,0.47,54.76,1.25,705.41,0.23,0.02,0.1,0.16
2551,Northeast,27.79,84.23,202.47,0,RedRot,https://drive.google.com/uc?export=download&id=11gCxnzweVEpI7aCS5CoPHDrgrl7m93jj,0.1,52.51,2.26,589.11,0.22,0.02,0.1,0.16
2551,Central,31.33,68.53,253.34,0,RedRot,https://drive.google.com/uc?export=download&id=19gtRTxeH0yWJ6J_JKGmj7hElWFRFkUBf,0.09,53.1,2.2,527.97,0.22,0.02,0.1,0.16
2551,Central,29.32,89.59,245.41,0,RedRot,https://drive.google.com/uc?export=download&id=111JHHGgiVAjEi540GGWqFg4zAF__zJtR,0.52,53.65,2.22,429.15,0.22,0.02,0.1,0.15
2551,Northeast,27.68,81.27,280.01,0,RedRot,https://drive.google.com/uc?export=download&id=1QnNo6_EiP8gSpX-Obh5QXnwjtIWtcmjK,0.09,51.96,2.04,792.64,0.18,0.02,0.1,0.18
2551,Northeast,34.52,65.82,191.8,0,RedRot,https://drive.google.com/uc?export=download&id=1bxQ6PMzdyYjk_MIwhppEwb8loKm0Df4F,0.11,51.66,1.74,821.55,0.18,0.01,0.1,0.21
2551,South,26.7,86.8,179.8,0,RedRot,https://drive.google.com/uc?export=download&id=18iC5eb5jD2v01bTl-Q5waPrsaz8tVlDQ,0.54,33.45,14.52,181.79,0.2,0.02,0.1,0.09
2551,Central,26.6,80.5,159.5,0,RedRot,https://drive.google.com/uc?export=download&id=1-Br-swigTKd4fPFA3OwfjPQy9ihkUpj7,0.03,47.23,10.45,92.29,0.28,0.02,0.1,0.05
2551,Central,36.3,58.4,117.1,0,RedRot,https://drive.google.com/uc?export=download&id=1-iMVq_VIp2mS5V17s2Yg1_i3uYGYmL7L,0.15,55.04,10.49,29.59,0.37,0.02,0.1,0.03
2551,Central,28.7,75.0,141.9,0,RedRot,https://drive.google.com/uc?export=download&id=1-zKklAVRpFW5SHRROlYSJE296MXJaBWS,0.83,40.24,11.85,128.81,0.27,0.03,0.1,0.05
2551,South,30.3,60.53,277.15,0,RedRot,https://drive.google.com/uc?export=download&id=1aM-79G7ElqDyl5s3MdfSNVhM2mSq3w7P,0.21,85.83,-12.16,642.05,0.17,0.01,0.1,0.22
2551,South,29.95,73.62,161.22,0,RedRot,https://drive.google.com/uc?export=download&id=19NStk-0wSUN14xZ7-q-l8NxRMEK5-YnN,0.21,85.83,-12.16,642.05,0.17,0.01,0.1,0.22
2551,North,25.65,64.94,170.73,0,RedRot,https://drive.google.com/uc?export=download&id=1av5W5jRY9Nt-DNTP_r1CXnyQLhc-LpIQ,0.06,47.62,5.7,90.74,0.23,0.02,0.1,0.11
2551,East,27.19,75.26,116.67,0,RedRot,https://drive.google.com/uc?export=download&id=1v7GBkUIpZ1P2IQpOjtBRZ11NzSQ5256I,0.06,47.62,5.7,90.74,0.23,0.02,0.1,0.11
2551,North,26.04,73.62,292.1,0,RedRot,https://drive.google.com/uc?export=download&id=1iLSC7gCKNLsttLkYwC08s26MRkVfHJRB,0.12,56.43,6.14,132.66,0.27,0.02,0.1,0.03
2551,North,25.55,65.48,165.81,0,RedRot,https://drive.google.com/uc?export=download&id=1iHpndBd0Ull7Td2HhvvNJ7g5OTcvZma3,0.12,66.31,-2.64,199.81,0.37,0.03,0.1,0.08
2551,South,27.95,77.69,209.94,0,RedRot,https://drive.google.com/uc?export=download&id=1dAojqD2pd2EF_nxvamjRoXThRnNNU-NZ,0.12,66.46,-2.49,186.16,0.36,0.03,0.1,0.09
2551,East,27.09,76.3,231.85,0,RedRot,https://drive.google.com/uc?export=download&id=1HkYu_8pxTOiridaPIYKJVzOIL1N0M0d5,0.09,54.97,2.59,166.0,0.33,0.02,0.1,0.11
2551,South,26.8,63.31,278.51,0,RedRot,https://drive.google.com/uc?export=download&id=1yV4zhy8AtBZ4FeOuXMkcXZ-TxSHbI-IE,0.08,54.2,3.09,163.83,0.32,0.02,0.1,0.11
2551,Northeast,30.86,78.67,257.64,0,RedRot,https://drive.google.com/uc?export=download&id=1QpMs7mP0dhyL54L2wK2AlJNOlhfYgmy8,0.99,53.22,3.54,196.15,0.29,0.02,0.1,0.11
2551,South,33.81,77.26,169.12,0,RedRot,https://drive.google.com/uc?export=download&id=1IHxCOPqwp3PAdANEtJvB6DB6w9AEht22,0.09,65.89,-1.38,46.47,0.38,0.03,0.1,0.06
