Year,Region,Temperature,Humidity_PER,Rainfall,Leaf_type,Disease,Image_URL,VARI,ExG,CIVE,GLCM_Contrast,GLCM_Homogeneity,GLCM_Energy,LBP_Feature,Edge_Density
2551,Central,23.4,80.7,147.3,1,Healthy,https://drive.google.com/uc?export=download&id=1ArOcwpBjsCNWECQUjvgcrCsEfs5LPjnH,1,66.89,-33.02,63.15,0.36,0,0.1,5.04
2551,Central,24.3,62.9,179.6,1,Healthy,https://drive.google.com/uc?export=download&id=1Iw5Q4ApLI1W_sR0thkGskJfi9QhzrNki,1,66.88,-31.22,5.48,0.58,0,0.1,1.23
2551,Central,28.7,87.9,102.7,1,Healthy,https://drive.google.com/uc?export=download&id=1vLPs4sSZlQW_j__9m5FxkjGFR-pEO6Q5,1,93.89,-21.83,24.01,0.36,0,0.1,2.59
2551,Central,30.65,81.74,217.33,1,Healthy,https://drive.google.com/uc?export=download&id=1j8ULhlkLUfL_5r2it1V8ZHI_7LEe-oHd,1,93.69,-30.625,18.55,0.45,0,0.1,1.25
2551,South,26.42,72.03,101.31,1,Healthy,https://drive.google.com/uc?export=download&id=1BA_FN8RLeNQAxTzSh18maPe6qAZPJt6X,1,93.69,-30.625,104.67,0.33,0,0.1,7.91
2551,East,30.63,66.68,158.66,1,Healthy,https://drive.google.com/uc?export=download&id=1FjxSXgcLnS8paUJDLHXHIicsfDxCVrMS,1,93.69,-30.625,56.94,0.29,0,0.1,2.45
2551,South,30.51,63.48,120.31,1,Healthy,https://drive.google.com/uc?export=download&id=1j8ULhlkLUfL_5r2it1V8ZHI_7LEe-oHd,1,93.69,-30.625,18.55,0.45,0,0.1,1.25
2551,South,25.44,78.44,239,1,Healthy,https://drive.google.com/uc?export=download&id=1mJ_8fjGQu-9kwJ271uUI3xIF76JqTUtH,1,93.69,-30.625,78.12,0.36,0,0.1,4.03
2551,Central,34.22,65.35,220.7,1,Healthy,https://drive.google.com/uc?export=download&id=1a-LPhjdm9e9hK-p9J35a1taWLOB6MymF,1,93.69,-30.625,38.45,0.39,0,0.1,1.86
2551,Central,35.9,58.4,180.5,1,Healthy,https://drive.google.com/uc?export=download&id=1DaU1FIbbcou4ixYeH1KTzYlq1Fn4FnIk,1,65.14,-27.91,116.63,0.27,0,0.1,8.04
2551,Central,27.2,65,149.2,1,Healthy,https://drive.google.com/uc?export=download&id=1yeIULIHVM4J03aU1qHADsgWlTNcLE-RL,1,81.49,-36.29,18.38,0.45,0,0.1,13.88
2551,Central,25.5,85,131.4,1,Healthy,https://drive.google.com/uc?export=download&id=1rM--ICyFC7lucKuMSJJ6kqPJSoDAuHPb,1,57.61,-27.8,83.87,0.3,0,0.1,9.47
2551,Central,27.3,61.4,102,1,Healthy,https://drive.google.com/uc?export=download&id=1KcjFUwqwhZrZqIc2yRxrnkT0lCMEBPlV,1,76.36,-31.95,20.06,0.44,0,0.1,4.2
2551,Central,27.4,61.1,115.1,1,Healthy,https://drive.google.com/uc?export=download&id=1Zu9N4ijrgQovNHni5H1NXKL82rF0ANLi,1,86.21,-40.82,21.28,0.39,0,0.1,2.63
2551,South,31.6,74.1,148.7,1,Healthy,https://drive.google.com/uc?export=download&id=1Y--eunf24mywFyI3VGpsep8243I3yA8m,1,61.64,-27.66,45.69,0.28,0,0.1,1.79
2551,South,25.8,85.8,163.3,1,Healthy,https://drive.google.com/uc?export=download&id=1BA_FN8RLeNQAxTzSh18maPe6qAZPJt6X,1,107.44,-26.66,104.67,0.33,0,0.1,7.91
2551,South,35,67,143.7,1,Healthy,https://drive.google.com/uc?export=download&id=1iKzPrPy93HXhjSYU9Y1yPdkd5m6YFziL,1,76.33,-24.59,84.63,0.22,0,0.1,2.61
2551,South,26.4,65,151.3,1,Healthy,https://drive.google.com/uc?export=download&id=1u9hFRuHm9riKuZfoU_wA_p3Whgptso9O,1,72.04,-26.99,113.88,0.31,0,0.1,5.83
2551,South,34.6,65.7,110.8,1,Healthy,https://drive.google.com/uc?export=download&id=1nT1fvOrFfh6IWlJIdYip8VPCeqa69HoK,1,57.86,-25.68,62.48,0.28,0,0.1,2.59
2551,South,31.3,85.9,107.3,1,Healthy,https://drive.google.com/uc?export=download&id=1SZb0YduCr7xfdOmXbrWGqJ8c_t03CEy0,1,67.85,-26.84,41.37,0.29,0,0.1,1.85
2551,Northeast,26.9,55.4,195.2,1,Healthy,https://drive.google.com/uc?export=download&id=1pkbn__mzMoan44s24RfVkmDz4NhbwWsE,1,98.32,-40.05,26.37,0.41,0,0.1,1.99
2551,Northeast,26.8,47.6,175.4,1,Healthy,https://drive.google.com/uc?export=download&id=1KxIEHTdwMc3lBfBRIneQ9r7YXCVkp_Bd,1,87.81,-28.78,25.05,0.39,0,0.1,2.02
2551,South,34.24,88.95,106.96,1,Healthy,https://drive.google.com/uc?export=download&id=1kBvMYKIQdV9oqAVgahuz75zdCNSDA77-,1,93.69,-30.625,108.3,0.26,0,0.1,4.1
2551,South,29.55,84.54,236.15,1,Healthy,https://drive.google.com/uc?export=download&id=1TDWqhvJ11-fUHbJKU1vbU02lvFEMNOEU,1,93.69,-30.625,30.1,0.31,0,0.1,2.93
2551,South,28.97,72.63,276.78,1,Healthy,https://drive.google.com/uc?export=download&id=1DMI1g3oYj623enucdmMpr_R7IHXbF6-H,1,93.69,-30.625,25.61,0.37,0,0.1,2.3
2551,North,33.62,80.61,168.49,1,Healthy,https://drive.google.com/uc?export=download&id=1s3sVqrRa0l9CJnvUYeWGnj2Dox9HAJjw,1,93.69,-30.625,15.96,0.45,0,0.1,1.06
2551,South,32.06,89.39,179.09,1,Healthy,https://drive.google.com/uc?export=download&id=15doJRPZm5uD4jhjMwFyeLdQ5dPS1A_9d,1,93.69,-30.625,144.09,0.28,0,0.1,6.16
2551,East,34.62,85.22,184.98,1,Healthy,https://drive.google.com/uc?export=download&id=1IOAgUYykvl3wGvrH4oYo6pOvJvYHN3am,1,93.69,-30.625,107.65,0.27,0,0.1,3.86
2551,East,26.27,86.98,136.86,1,Healthy,https://drive.google.com/uc?export=download&id=175q2Lc9vHwV0g0OCeDyGRhKSaeAhhFqC,1,93.69,-30.625,28.12,0.37,0,0.1,2.42
2551,Northeast,28.64,72.85,153.69,1,Healthy,https://drive.google.com/uc?export=download&id=1L52Zl4-GKSJIlvxq-n30FfGnQXkjgcdK,1,93.69,-30.625,20.07,0.46,0,0.1,5.32
2551,Northeast,27.84,67.18,217.91,1,Healthy,https://drive.google.com/uc?export=download&id=1OROash7h8VYh9XQ8FgwWQuI3x2tIMN9R,1,93.69,-30.625,115.48,0.24,0,0.1,4.68
2551,Central,37.8,85.5,196,1,Healthy,https://drive.google.com/uc?export=download&id=1iSKO5RWB3MIbFEVzK9sni9gPze6bwpCd,1,93.64,-34,202.71,0.28,0,0.1,15.48
2551,East,34.1,65.9,196.8,1,Healthy,https://drive.google.com/uc?export=download&id=1bmTQcCN50qcAQ58sF_AW2CBnVWfcVdkz,1,81.44,-28.3,112.18,0.24,0,0.1,5.24
2551,East,33.6,86.8,168.1,1,Healthy,https://drive.google.com/uc?export=download&id=1pLDTnPK6C6xosMCldRoB3gKbLjypvU0i,1,90.87,-24.07,26.98,0.4,0,0.1,2.31
2551,East,26.5,88,123.6,1,Healthy,https://drive.google.com/uc?export=download&id=1H06lhYkEUbl8Rr9rTUuTH9DPndxdpAv_,1,71.84,-23.21,79.85,0.26,0,0.1,8
2551,East,25.2,77.4,187.8,1,Healthy,https://drive.google.com/uc?export=download&id=1ZVb4T_6o5BAXSGW4HNFLfp36dFamI5BB,1,84.13,-25.11,51.33,0.3,0,0.1,6.11
2551,East,26.4,60.7,127.6,1,Healthy,https://drive.google.com/uc?export=download&id=1fKlJWKnoTdbit5jMR1b2gixHU-wCojDt,1,87.81,-28.78,25.05,0.39,0,0.1,2.02
2551,North,25.1,60.3,199,1,Healthy,https://drive.google.com/uc?export=download&id=1qZdFc1cbeeMcqbZFUvkGZzkZPHBqxI_p,1,71.94,-25.64,213.22,0.2,0,0.1,17.69
2551,North,32.6,66.7,112.8,1,Healthy,https://drive.google.com/uc?export=download&id=10yKbSaQ_g5tSjSwfMi1CRq2oqmTpMeD4,1,77.63,-23.14,311.93,0.22,0,0.1,32.91
2551,North,21.5,56.5,160.8,1,Healthy,https://drive.google.com/uc?export=download&id=1l4SG_3JxciRKijVzJOGrbj7-3oVYBoa1,1,87.8,-33.12,7.47,0.55,0,0.1,3.81
2551,North,29.8,76.9,138.2,1,Healthy,https://drive.google.com/uc?export=download&id=1OosJtH_T6MJoUxY9KjcvDL3lPz-5tLuJ,1,60.32,-26.24,23.85,0.42,0,0.1,1.97
2551,North,30.6,62.9,163,1,Healthy,https://drive.google.com/uc?export=download&id=1lWbLqGVgHgXZ0tJbvknkQ3LyUI-0gfRt,1,45.26,-20.88,16.89,0.34,0,0.1,0.83
2551,North,32.8,57.1,145.2,1,Healthy,https://drive.google.com/uc?export=download&id=1VDiIGfrT-H0Iti0WZ97KQT5WCmGSJSEx,1,83.4,-33.89,55.44,0.31,0,0.1,3.87
2551,Central,25.3,74.6,165.5,1,Healthy,https://drive.google.com/uc?export=download&id=1pVTqLP1YD8VeicDikmKG-O6Rmv1-YwqE,1,80.48,-23.06,19.57,0.38,0,0.1,11.86
2551,North,25.96,62.14,113.05,1,Healthy,https://drive.google.com/uc?export=download&id=19U79tEnFymtEEe3TaUOr4LrmzoXEOXoj,1,93.69,-30.625,39.46,0.32,0,0.1,3.85
2551,East,27.42,88.87,189.75,1,Healthy,https://drive.google.com/uc?export=download&id=1WTQxWPEQxtK3J3PR2AAbswSxut2N7eDc,1,93.69,-30.625,63.57,0.3,0,0.1,3.8
2551,Northeast,29.8,67.9,171,1,Healthy,https://drive.google.com/uc?export=download&id=1euSchn1yLFVZ58lThgpENiPrheE5h6gs,1,60.32,-25.86,102.1,0.27,0,0.1,5.57
2551,South,30.51,63.48,120.31,1,Healthy,https://drive.google.com/uc?export=download&id=1j8ULhlkLUfL_5r2it1V8ZHI_7LEe-oHd,1,93.69,-30.625,18.55,0.45,0,0.1,1.25
2551,Central,30.9,85.8,173,1,Healthy,https://drive.google.com/uc?export=download&id=1Pg_A1F6M_Mqz9WbEMDk7Np6ZMj9GtWJI,1,63,-30.97,79.81,0.28,0,0.1,5.04
2551,East,26.4,60.7,127.6,1,Healthy,https://drive.google.com/uc?export=download&id=1fKlJWKnoTdbit5jMR1b2gixHU-wCojDt,1,87.81,-28.78,25.05,0.39,0,0.1,2.02
2551,Central,27.3,61.4,102,1,Healthy,https://drive.google.com/uc?export=download&id=1KcjFUwqwhZrZqIc2yRxrnkT0lCMEBPlV,1,76.36,-31.95,20.06,0.44,0,0.1,4.2
2551,East,27.42,75.92,270.89,1,Healthy,https://drive.google.com/uc?export=download&id=1Xt9jP4GEvHEP2bkBfgqqZnf0C9iII1XI,1,93.69,-30.625,55.09,0.31,0,0.1,3.65
2551,East,27.42,75.92,270.89,1,Healthy,https://drive.google.com/uc?export=download&id=1Xt9jP4GEvHEP2bkBfgqqZnf0C9iII1XI,1,93.69,-30.625,55.09,0.31,0,0.1,3.65
2551,Northeast,23.1,53.5,150.6,1,Healthy,https://drive.google.com/uc?export=download&id=1n6FYoDBz7QTnkD1GPbEXgmmGmOiRZpHj,1,51.95,-26.48,7.98,0.51,0,0.1,1.34
2551,North,33.62,80.61,168.49,1,Healthy,https://drive.google.com/uc?export=download&id=1s3sVqrRa0l9CJnvUYeWGnj2Dox9HAJjw,1,93.69,-30.625,15.96,0.45,0,0.1,1.06
2551,Central,35.9,58.4,180.5,1,Healthy,https://drive.google.com/uc?export=download&id=1DaU1FIbbcou4ixYeH1KTzYlq1Fn4FnIk,1,65.14,-27.91,116.63,0.27,0,0.1,8.04
2551,Northeast,28.33,86.95,216.05,1,Healthy,https://drive.google.com/uc?export=download&id=13YyQTvLEgIm1W1W4i0daAeG2XikzjV_H,1,93.69,-30.625,39.82,0.33,0,0.1,5.33
2551,North,32.49,74.49,105.56,1,Healthy,https://drive.google.com/uc?export=download&id=15m6Bv33ZwYYMWWN5MBhhkFqKW2vOm6FS,1,93.69,-30.625,38.82,0.32,0,0.1,3.77
2551,Northeast,31.3,60,118.2,0,Mosaic,https://drive.google.com/uc?export=download&id=18m9_YRetKU7Hhg8PNYtSL3U2wIIJWESG,0.2,61.44,-27.23,20.41,0.38,0,0.1,1.11
2551,South,34.7,84.6,108.1,0,Mosaic,https://drive.google.com/uc?export=download&id=1DTOuW-0LGEaHnxwQ0zpubxVNnQ0Sgb_H,0.39,58.11,-20.68,27.52,0.34,0,0.1,1.97
2551,South,31,82.3,153.7,0,Mosaic,https://drive.google.com/uc?export=download&id=1nY5dm0d0rdLxgxG-DEaYKwU4MKMjNZ8o,0.43,80.63,-35.55,7.54,0.5,0,0.1,0.05
2551,South,29.5,86.2,180.8,0,Mosaic,https://drive.google.com/uc?export=download&id=1KwJhuRwXCOoTHm-QNNLPJCy4yAYxtMnS,0.44,52.85,-26.25,4.32,0.63,0,0.1,0.47
2551,Central,28.92,87.84,261.44,0,Mosaic,https://drive.google.com/uc?export=download&id=1CNLIVYvjA1qG5FMTPtR5MKLo-_aerYh-,1,92.575,-32.09,24.17,0.45,0,0.1,1.86
2551,East,29.51,79.59,114.99,0,Mosaic,https://drive.google.com/uc?export=download&id=10aWXxCQLZU58nb1rc7rfIW0jHmF2kvRp,1,92.575,-32.09,337.28,0.56,0,0.1,10.43
2551,South,25.95,86.39,212.91,0,Mosaic,https://drive.google.com/uc?export=download&id=1L9sLHPIq24WLZZ8xby8PbvlIWxuTWMJl,1,92.575,-32.09,14.97,0.42,0,0.1,1.32
2551,North,32.33,82.29,153.7,0,Mosaic,https://drive.google.com/uc?export=download&id=16GjmMoF8kh2pIzd-wPP-PeJ-KUmYK6MT,1,92.575,-32.09,18.93,0.38,0,0.1,0.86
2551,South,25.17,73.64,128.49,0,Mosaic,https://drive.google.com/uc?export=download&id=1BvyFCZVI-j884zwenXMi29R_WpX9M3Uu,1,92.575,-32.09,28.25,0.41,0,0.1,0.88
2551,Central,27.95,64.95,204.23,0,Mosaic,https://drive.google.com/uc?export=download&id=1glP-rpVF-rfCM61l69dPwCQ1_-4HTUGP,1,92.575,-32.09,18.39,0.45,0,0.1,0.86
2551,North,27.27,61.9,108.66,0,Mosaic,https://drive.google.com/uc?export=download&id=1MNt-gW5zDNJjG3IcGG30DcXkcbydCLb6,1,92.575,-32.09,32.12,0.4,0,0.1,1.97
2551,South,28.47,69.53,253.87,0,Mosaic,https://drive.google.com/uc?export=download&id=1vHM1ygdSJsK5KqjXLrDW2Ez9daYtKHgU,1,92.575,-32.09,22.93,0.41,0,0.1,1.29
2551,South,29.66,71.59,124.96,0,Mosaic,https://drive.google.com/uc?export=download&id=1qP8NkrCBfw_cgPE7xL-JMReZcb_mgqW4,1,92.575,-32.09,13.41,0.53,0,0.1,0.67
2551,North,25.06,78.25,132.72,0,Mosaic,https://drive.google.com/uc?export=download&id=1rRkv53igbpLcqS691NK_OTyr-gYDa-oA,1,92.575,-32.09,14.54,0.52,0,0.1,2.12
2551,East,23.9,65.6,134.4,0,Mosaic,https://drive.google.com/uc?export=download&id=1rnfPXxjvZc8VLGdUQIw4sxy0hxIR17nF,1,65.69,-34.62,27.08,0.33,0,0.1,1.57
2551,East,36.6,69.1,139.8,0,Mosaic,https://drive.google.com/uc?export=download&id=1KtaSvIgytBu5W2GOjipYAGtXR5IHklvn,1,76.95,-37.25,7.31,0.52,0,0.1,1.82
2551,East,30.9,62.9,164.6,0,Mosaic,https://drive.google.com/uc?export=download&id=1BuCyIE0YXCXu4WNLTYstgPa109kOUZ4o,1,82.36,-38.52,0,0,0,0,0
2551,South,26.21,70.68,241.34,0,Mosaic,https://drive.google.com/uc?export=download&id=1PUvp3RBZuY6MUW0qqcdWOrhYwReQS3gS,1,92.575,-32.09,27.64,0.36,0,0.1,2.75
2551,North,32.76,74.8,264.06,0,Mosaic,https://drive.google.com/uc?export=download&id=1nrXehV8MUhDbC4gjRwezoDv6BVJZEILC,1,92.575,-32.09,9.48,0.57,0,0.1,3.99
2551,South,30.04,76.01,116.25,0,Mosaic,https://drive.google.com/uc?export=download&id=190wHwsILSs0DAHlzQsN5BROFxbUgwq0B,1,92.575,-32.09,64.5,0.3,0,0.1,3.39
2551,Central,33.68,66.27,238.1,0,Mosaic,https://drive.google.com/uc?export=download&id=1gSSIQN1uRtM7h0Y_QaRDxiOld21LgWf1,1,92.575,-32.09,54.78,0.3,0,0.1,5.82
2551,Central,30.28,74.76,251.47,0,Mosaic,https://drive.google.com/uc?export=download&id=1-tHBcH0uikWTcd8evWIyEXAHmkuzNQZI,1,92.575,-32.09,47.01,0.31,0,0.1,3.33
2551,South,31.63,63.53,208.29,0,Mosaic,https://drive.google.com/uc?export=download&id=1hP-GmTo0CP2XqHkVhOXh0LZb3wwysVYd,1,92.575,-32.09,43.3,0.3,0,0.1,3.86
2551,Northeast,30.11,78.84,299,0,Mosaic,https://drive.google.com/uc?export=download&id=1ijBHigvkSWDDvkwZy5QIA7hxJ2gN96sc,1,92.575,-32.09,32.52,0.34,0,0.1,3.79
2551,South,26.05,70.01,263.94,0,Mosaic,https://drive.google.com/uc?export=download&id=1LD08Y3Fwqfzarmlj_P42ALlya-GGbPVa,1,92.575,-32.09,27.76,0.36,0,0.1,2.81
2551,North,29.53,87.77,216.21,0,Mosaic,https://drive.google.com/uc?export=download&id=1-rAaQgwFeuHHHrkXYBsaJG2bgds-l-FU,1,92.575,-32.09,50.97,0.32,0,0.1,5.64
2551,North,34.01,65.22,243.82,0,Mosaic,https://drive.google.com/uc?export=download&id=1kiM5fMiWyy-7dxW_rmQPUsYHFeoe1ohW,1,92.575,-32.09,49.55,0.3,0,0.1,5.8
2551,Central,34.16,64.61,141.02,0,Mosaic,https://drive.google.com/uc?export=download&id=1uIh43dytzJ8vrIe5ciFBCHm7E7p_28QE,1,92.575,-32.09,50.7,0.33,0,0.1,3.28
2551,South,30.8,64.04,119.58,0,Mosaic,https://drive.google.com/uc?export=download&id=1D6NsT9fLflcgckAAlsxF21jJtAaQOUl8,1,92.575,-32.09,104.55,0.29,0,0.1,5.37
2551,Northeast,28.2,83.95,116.67,0,Mosaic,https://drive.google.com/uc?export=download&id=1bkl-KyX_3QeAQT0KWZJLbPHvSiykRZ1Z,1,92.575,-32.09,67.31,0.64,0.03,0.1,4.53
2551,Central,22.6,56.4,149,0,Mosaic,https://drive.google.com/uc?export=download&id=1uXTafwRu-IS0iatl8Q8PdrDtFWDv4PJO,1,94.91,-47.23,79.74,0.29,0,0.1,1.57
2551,Central,28.8,75.7,180.7,0,Mosaic,https://drive.google.com/uc?export=download&id=1DYp3UX_5ICRe3wa2flYrJRAFneoO3DfS,1,60.31,-30.3,53.66,0.28,0,0.1,2.12
2551,Central,24.9,63.4,180.2,0,Mosaic,https://drive.google.com/uc?export=download&id=12dq5GY-lGsRWeHMYzbbFsclE3xpE8MMr,1,105.04,-50.11,34.67,0.32,0,0.1,1.2
2551,Northeast,27.75,67.39,129.63,0,Mosaic,https://drive.google.com/uc?export=download&id=1IjGK1NFbyhodQLFY_aPavS-MvPrBgWJh,1,92.575,-32.09,181.76,0.23,0,0.1,10.54
2551,South,34.96,76.74,247.04,0,Mosaic,https://drive.google.com/uc?export=download&id=1xvQ6PED8sfqoxQlGLuCRong011Xp-6lK,1,92.575,-32.09,9.65,0.56,0,0.1,6.38
2551,East,31.55,71.67,295.1,0,Mosaic,https://drive.google.com/uc?export=download&id=1Q9bCFQtAKPi5zPrtBNJxiQR48p_w73bk,1,92.575,-32.09,849.19,0.08,0,0.1,56.51
2551,Central,33.79,65.96,209.6,0,Mosaic,https://drive.google.com/uc?export=download&id=1xjBRfDGP7Hi5H5vsSP0PYDNQJPDJY3dX,1,92.575,-32.09,38.19,0.71,0.02,0.1,3
2551,Central,32.66,84.43,192.07,0,Mosaic,https://drive.google.com/uc?export=download&id=1xupux5LxXgbsA-vVbz-IC42UtPx_QTGo,1,92.575,-32.09,128.66,0.22,0,0.1,17.89
2551,Central,30.36,69.43,129.44,0,Mosaic,https://drive.google.com/uc?export=download&id=1z9OCGbHh-alcvynlyhHnPoNjhZ-75s8a,1,92.575,-32.09,31.27,0.46,0,0.1,3.15
2551,North,28.91,86,128.35,0,Mosaic,https://drive.google.com/uc?export=download&id=1DdiiwsTEOH_xJUWKEvJPvbEvsiP2aCqd,1,92.575,-32.09,32.74,0.31,0,0.1,2.38
2551,East,31.33,78.55,165.98,0,Mosaic,https://drive.google.com/uc?export=download&id=1yDOdjJq_32zNj8CCqfXJbWDaaaT7jbMz,1,92.575,-32.09,277.04,0.19,0,0.1,32.69
2551,Central,25.14,81.1,230.94,0,Mosaic,https://drive.google.com/uc?export=download&id=1fkxkMDv2eCDE18D6FNVfuxPBBkCNUxDG,1,92.575,-32.09,380.52,0.12,0,0.1,53.15
2551,South,25.7,89.7,123.9,0,Mosaic,https://drive.google.com/uc?export=download&id=1CLZ2EtgxvpTDaLNQbK6pF0vWwxvCuSkZ,1,82.58,-29.23,14.69,0.4,0,0.1,1
2551,South,34.5,59.9,112.9,0,Mosaic,https://drive.google.com/uc?export=download&id=1sM9UeHcomN9kcYKcBGCURhd-LPZUW98u,1,69.33,-26.75,30.53,0.35,0,0.1,2.04
2551,Northeast,35.7,64,112.1,0,Mosaic,https://drive.google.com/uc?export=download&id=1X6DRLOw3ThjuYLRuvwFs1tceKq4cY3at,1,57.23,-28.19,25.61,0.37,0,0.1,2.39
2551,North,24.8,53,118.5,0,Mosaic,https://drive.google.com/uc?export=download&id=1q7JpqTHqP1Q6QRdzGpLLSMIUmzzaREZa,1,73.34,-26.03,36.31,0.32,0,0.1,2.79
